"publisher","journal","firstName","lastName","title","institution","city","state","country","zip","journalURL","turkGenderScore","inferredGender","inferredGenderScore","X5YrImpactFactor","gender","field","probF","probM","probNA"
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Maurice","YOLLES","editor","Liverpool Business School","","","NL","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.971466666666667,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Tudorel","ANDREI","editor","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",-0.333333333333333,NA,NA,0.272,"male","APPLIED",0.0666666666666667,0.766666666666667,0.166666666666667
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Dumitru","MARIN / MIRON","other","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",-0.533333333333333,NA,NA,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Virginia","MARACINE","editor","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"female",0.997503121098627,0.272,"female","APPLIED",0.833333333333333,0.166666666666667,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Emilia","TITAN","other","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"female",0.992424242424242,0.272,"female","APPLIED",0.833333333333333,0.166666666666667,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Lucian-Liviu","ALBU","editor","Romanian Academy","","","RO","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.880769230769231,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Vasile","GEORGESCU","other","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",-0.733333333333333,NA,NA,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Emil","SCARLAT","other","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.963285714285714,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Pavel","NASTASE","editor","Bucharest University of Economics","","","RO","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.981131221719457,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","A","BADESCU","editor","University of Toronto","","","CA","","http://www.ecocyb.ase.ro/editorial_board.htm",-1,NA,NA,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Constantin","MITRUT","other","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",-0.866666666666667,NA,NA,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Costin","ZAHARIA","editor","Universitè du Mans","","","FR","","http://www.ecocyb.ase.ro/editorial_board.htm",-1,NA,NA,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Regis","BOURBONNAIS","editor","Universitè Dophine","","","FR","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.958901098901099,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Gheorghe","PAUN / ZAMAN","editor","Romanian Academy","","","RO","","http://www.ecocyb.ase.ro/editorial_board.htm",-0.933333333333333,NA,NA,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Bogdan","DIMA","other","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.978260869565217,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Cecilia","RABONTU","other","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"female",0.988286713286713,0.272,"female","APPLIED",0.833333333333333,0.166666666666667,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Catalin","BOJA","other","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.928571428571429,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Mihai","ROMAN","other","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.959354838709677,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Valentinas","PODVEZKO","editor","Vilnius Gediminas Technical University","","","LT","","http://www.ecocyb.ase.ro/editorial_board.htm",0,NA,NA,0.272,"NA","APPLIED",0.1,0.566666666666667,0.333333333333333
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Eugeniu","TUDOR","editor","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",-0.133333333333333,NA,NA,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Jose M","MERIGO","editor","University of Chile","","","CL","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.989616663407002,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Crisan","ALBU","editor","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",-0.8,NA,NA,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Anton Silviu","MURESAN","other","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.99630314232902,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Finn R","FORSUND","editor","Oslo University","","","NO","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.966941176470588,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","N V / NV","MIHAITA","editor","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",-0.133333333333333,NA,NA,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Ioan","TALPOS","editor","West University of Timisoara","","","RO","","http://www.ecocyb.ase.ro/editorial_board.htm",-0.933333333333333,NA,NA,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Radu","SERBAN","other","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.852857142857143,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Bogdan","GHILIC-MICU","other","","","","","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.978260869565217,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","Vali Al","ASIMIT","editor","City University / City University London","London","","GB","","http://www.ecocyb.ase.ro/editorial_board.htm",NA,"male",0.93689594356261,0.272,"male","APPLIED",0,1,0
"ACAD ECONOMIC STUDIES","economic computation and economic cybernetics studies and research","C V","NEGOITA","editor","Hunter College","","","US","","http://www.ecocyb.ase.ro/editorial_board.htm",-1,NA,NA,0.272,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Jaroslav / jaroslav","Haslinger / haslinger","editor","","Praha / praha","","CZ","","http://am.math.cas.cz/#editors",NA,"male",0.979591836734694,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Karel / karel","Horák / horak","other","","","","","","http://am.math.cas.cz/#editors",NA,"male",0.902127659574468,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Karel / karel","svadlenka / Švadlenka","editor","","Kyoto / kyoto","","JP","","http://am.math.cas.cz/#editors",NA,"male",0.902127659574468,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Wolfgang / wolfgang","Desch / desch","editor","","Graz / graz","","AT","","http://am.math.cas.cz/#editors",NA,"male",0.97979797979798,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Petr / petr","Knobloch / knobloch","editor","","Praha / praha","","CZ","","http://am.math.cas.cz/#editors",NA,"male",0.988636363636364,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Grigory / grigory","Seregin / seregin","editor","","St. Petersburg / st. petersburg","","RU","","http://am.math.cas.cz/#editors",-1,NA,NA,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Jurgen / jurgen","Sprekels / sprekels","editor","","Berlin / berlin","","DE","","http://am.math.cas.cz/#editors",NA,"male",0.967727272727273,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Daniel / daniel","Mayer / mayer","editor","","Plzeň / plzen","","CZ","","http://am.math.cas.cz/#editors",NA,"male",0.9997557997558,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Gejza / gejza","Wimmer / wimmer","editor","","Bratislava / bratislava","","SK","","http://am.math.cas.cz/#editors",-1,NA,NA,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Tomas / tomas","Vejchodský / vejchodsky","other","","","","","","http://am.math.cas.cz/#editors",NA,"male",0.987699530516432,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Miroslav / miroslav","Rozložník / rozloznik","editor","","Praha / praha","","CZ","","http://am.math.cas.cz/#editors",NA,"male",0.98019801980198,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Daniel / daniel","Hlubinka / hlubinka","editor","","","","","","http://am.math.cas.cz/#editors",NA,"male",0.9997557997558,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Phillipe / phillipe","Laurençot / laurencot","editor","","Toulouse / toulouse","","FR","","http://am.math.cas.cz/#editors",NA,"male",0.866666666666667,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Ivo / ivo","Babuška / babuska","other","","","","","","http://am.math.cas.cz/#editors",NA,"male",0.957549668874172,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Eva / eva","Ritterová / ritterova","other","","","","","","http://am.math.cas.cz/#editors",NA,"female",0.998836532867946,0.43,"female","APPLIED",0.833333333333333,0.166666666666667,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Josef / josef","Málek / malek","editor","","","","","","http://am.math.cas.cz/#editors",NA,"male",0.971851851851852,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Miloslav / miloslav","Feistauer / feistauer","editor","","Praha / praha","","CZ","","http://am.math.cas.cz/#editors",-0.933333333333333,NA,NA,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Milan / milan","Pokorný / pokorny","editor","","","","","","http://am.math.cas.cz/#editors",NA,"male",0.972066115702479,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Jan / jan","Franců / francu","editor","","Brno / brno","","CZ","","http://am.math.cas.cz/#editors",-0.933333333333333,NA,NA,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Kumbakonam R / kumbakonam r","Rajagopal / rajagopal","editor","","College Station / college station","TX / tx","US","","http://am.math.cas.cz/#editors",-1,NA,NA,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Jan / jan","Chleboun / chleboun","other","","","","","","http://am.math.cas.cz/#editors",-0.933333333333333,NA,NA,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Hehu / hehu","Xie / xie","editor","","Beijing / beijing","","CN","","http://am.math.cas.cz/#editors",-0.8,NA,NA,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Radek / radek","Erban / erban","editor","","Oxford / oxford","","GB","","http://am.math.cas.cz/#editors",NA,"male",0.944933333333333,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Pavel / pavel","Krejčí / krejci","editor","","Praha / praha","","CZ","","http://am.math.cas.cz/#editors",NA,"male",0.981131221719457,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Jan / jan","Brandts / brandts","managing","","","","","","http://am.math.cas.cz/#editors",-1,NA,NA,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Petr / petr","Dostál / dostal","editor","","Praha / praha","","CZ","","http://am.math.cas.cz/#editors",NA,"male",0.988636363636364,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Martin / martin","Brokate / brokate","editor","","München / munchen","","DE","","http://am.math.cas.cz/#editors",NA,"male",0.999440089585666,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Ivan / ivan","Hlaváček / hlavacek","editor","","Praha / praha","","CZ","","http://am.math.cas.cz/#editors",NA,"male",0.998952331063384,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Jane / jan","Stebel / stebel","editor","","","","","","http://am.math.cas.cz/#editors",NA,"female",0.988911111111111,0.43,"female","APPLIED",0.833333333333333,0.166666666666667,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Ladislav / ladislav","Lukšan / luksan","editor","","Praha / praha","","CZ","","http://am.math.cas.cz/#editors",NA,"male",0.898666666666667,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Stanislav / stanislav","Sysala / sysala","editor","","Ostrava / ostrava","","CZ","","http://am.math.cas.cz/#editors",NA,"male",0.942352941176471,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Viktor / viktor","Beneš / benes","editor","","Praha / praha","","CZ","","http://am.math.cas.cz/#editors",NA,"male",0.990867579908676,0.43,"male","APPLIED",0,1,0
"ACAD SCIENCES CZECH REPUBLIC, INST MATHEMATICS","applications of mathematics (czech)","Martin / martin","Janžura / janzura","editor","","Praha / praha","","CZ","","http://am.math.cas.cz/#editors",NA,"male",0.999440089585666,0.43,"male","APPLIED",0,1,0
"ELSEVIER","journal of number theory","D","Zagier","editor","Max Planck Institut für Mathematik","Bonn","","DE","","http://www.journals.elsevier.com/journal-of-number-theory/editorial-board/",-1,NA,NA,0.588,"male","PURE",0,1,0
"ELSEVIER","journal of mathematical psychology","Daniel","Navarro","other","University of Adelaide","Adelaide","South Australia","AU","","http://www.journals.elsevier.com/journal-of-mathematical-psychology/editorial-board/",NA,"male",0.9997557997558,2.656,"male","APPLIED",0,1,0
"ELSEVIER","journal of differential equations","Chongchun","Zeng","other","Georgia Tech","Atlanta","GA / Georgia","US","","http://www.journals.elsevier.com/journal-of-differential-equations/editorial-board/",-1,NA,NA,1.846,"male","PURE",0,1,0
"ELSEVIER","journal of mathematical psychology","F Gregory","Ashby","other","University of California at Santa Barbara","Santa Barbara","California","US","","http://www.journals.elsevier.com/journal-of-mathematical-psychology/editorial-board/",NA,"male",0.997245179063361,2.656,"male","APPLIED",0,1,0
"ELSEVIER","information and computation","R / r","Canetti / canetti","editor","IBM Thomas J. Watson Research Center / ibm thomas j. watson research center","Hawthorne / hawthorne","NY / ny","US","10532","http://www.journals.elsevier.com/information-and-computation/editorial-board/",-0.4,NA,NA,0.801,"male","APPLIED",0,1,0
"ELSEVIER","journal of number theory","U","Hartl","editor","Westfälische Wilhelms-Universität Münster","Münster","","DE","","http://www.journals.elsevier.com/journal-of-number-theory/editorial-board/",-0.733333333333333,NA,NA,0.588,"male","PURE",0,1,0
"ELSEVIER","journal of mathematical psychology","Lawrence","DeCarlo","other","Columbia University","New York","NY / New York","US","","http://www.journals.elsevier.com/journal-of-mathematical-psychology/editorial-board/",NA,"male",0.994962216624685,2.656,"male","APPLIED",0,1,0
"ELSEVIER","journal of number theory","F","Calegari","editor","Northwestern University","Evanston","Illinois","US","","http://www.journals.elsevier.com/journal-of-number-theory/editorial-board/",-1,NA,NA,0.588,"male","PURE",0,1,0
"ELSEVIER","journal of mathematical psychology","Reinhard","Suck","other","Universität Osnabrück","Osnabrück","","DE","","http://www.journals.elsevier.com/journal-of-mathematical-psychology/editorial-board/",NA,"male",0.923076923076923,2.656,"male","APPLIED",0,1,0
"ELSEVIER","journal of combinatorial theory, series a","Jonathan I","Hall","editor","Michigan State University","East Lansing","Michigan","US","","http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-a/editorial-board/",NA,"male",0.999460334592553,0.773,"male","PURE",0,1,0
"ELSEVIER","journal of differential equations","Kening","Lu","editor","Brigham Young University","Provo","UT / Utah","US","","http://www.journals.elsevier.com/journal-of-differential-equations/editorial-board/",-1,NA,NA,1.846,"male","PURE",0,1,0
"ELSEVIER","journal of mathematical psychology","Richard","Morey","other","University of Groningen","Groningen","","NL","","http://www.journals.elsevier.com/journal-of-mathematical-psychology/editorial-board/",NA,"male",0.999543899657925,2.656,"male","APPLIED",0,1,0
"ELSEVIER","journal of mathematical psychology","Philip L / Philip L","Smith","managing","University of Melbourne","Melbourne","Victoria","AU","","http://www.journals.elsevier.com/journal-of-mathematical-psychology/editorial-board/",NA,"male",0.998183469573115,2.656,"male","APPLIED",0,1,0
"ELSEVIER","journal of combinatorial theory, series a","Ezra","Miller","editor","Duke University","Durham","North Carolina","US","","http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-a/editorial-board/",-0.8,NA,NA,0.773,"male","PURE",0,1,0
"ELSEVIER","journal of number theory","A","Pál","editor","Imperial College London","London","","GB","","http://www.journals.elsevier.com/journal-of-number-theory/editorial-board/",-0.933333333333333,NA,NA,0.588,"male","PURE",0,1,0
"ELSEVIER","journal of number theory","J","Lagarias","editor","University of Michigan","Ann Arbor","Michigan","US","","http://www.journals.elsevier.com/journal-of-number-theory/editorial-board/",-1,NA,NA,0.588,"male","PURE",0,1,0
"ELSEVIER","journal of differential equations","John","Mallet-Paret","managing","Brown University","Providence","RI / Rhode Island","US","","http://www.journals.elsevier.com/journal-of-differential-equations/editorial-board/",NA,"male",0.989802717664821,1.846,"male","PURE",0,1,0
"ELSEVIER","journal of mathematical psychology","Daniel","Little","other","University of Melbourne","Melbourne","Victoria","AU","","http://www.journals.elsevier.com/journal-of-mathematical-psychology/editorial-board/",NA,"male",0.9997557997558,2.656,"male","APPLIED",0,1,0
"ELSEVIER","journal of combinatorial theory, series a","Christian","Krattenthaler","editor","Universität Wien","Wien","","AT","","http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-a/editorial-board/",NA,"male",0.98923197492163,0.773,"male","PURE",0,1,0
"ELSEVIER","journal of mathematical psychology","Jean-Paul","Doignon","editor","Université Libre de Bruxelles (ULB)","Bruxelles","","BE","","http://www.journals.elsevier.com/journal-of-mathematical-psychology/editorial-board/",NA,"male",0.99966301600674,2.656,"male","APPLIED",0,1,0
"ELSEVIER","journal of combinatorial theory, series a","Sylvie","Corteel","managing","Université Paris Diderot (Paris 7)","Paris","","FR","","http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-a/editorial-board/",NA,"female",0.996587030716723,0.773,"female","PURE",0.833333333333333,0.166666666666667,0
"ELSEVIER","journal of combinatorial theory, series a","Gil","Kalai","editor","Hebrew University of Jerusalem","Jerusalem","","IL","","http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-a/editorial-board/",NA,"male",0.938679245283019,0.773,"male","PURE",0,1,0
"ELSEVIER","journal of differential equations","Denis","Serre","editor","École Normale Supérieure","Lyon / Lyon Cedex 07","","FR","Cedex 07","http://www.journals.elsevier.com/journal-of-differential-equations/editorial-board/",NA,"male",0.927039586919105,1.846,"male","PURE",0,1,0
"ELSEVIER","journal of number theory","D","Prasad","editor","Tata Institute of Fundamental Research","Mumbai","","IN","","http://www.journals.elsevier.com/journal-of-number-theory/editorial-board/",-0.933333333333333,NA,NA,0.588,"male","PURE",0,1,0
"ELSEVIER","journal of mathematical psychology","Richard A","Chechile","other","Tufts University","Medford","Massachusetts","US","","http://www.journals.elsevier.com/journal-of-mathematical-psychology/editorial-board/",NA,"male",0.999543899657925,2.656,"male","APPLIED",0,1,0
"ELSEVIER","journal of mathematical psychology","Francis","Tuerlinckx","editor","KU Leuven","Leuven","","BE","","http://www.journals.elsevier.com/journal-of-mathematical-psychology/editorial-board/",NA,"male",0.887719298245614,2.656,"male","APPLIED",0,1,0
"ELSEVIER","journal of differential equations","Shui-Nee","Chow","managing","Georgia Institute of Technology","Atlanta","GA / Georgia","US","","http://www.journals.elsevier.com/journal-of-differential-equations/editorial-board/",-0.666666666666667,NA,NA,1.846,"male","PURE",0,1,0
"ELSEVIER","journal of approximation theory","E","Koelink","editor","Radboud Universiteit Nijmegen","Nijmegen","","NL","","http://www.journals.elsevier.com/journal-of-approximation-theory/editorial-board/",-1,NA,NA,0.81,"male","PURE",0,1,0
"ELSEVIER","applied and computational harmonic analysis","Michael","Elad","editor","Technion - Israel Institute of Technology","Haifa","","IL","","http://www.journals.elsevier.com/applied-and-computational-harmonic-analysis/editorial-board/",NA,"male",0.999820852740953,3.22,"male","APPLIED",0,1,0
"ELSEVIER","journal of mathematical psychology","A A J","Marley","other","University of Victoria","Victoria","","CA","","http://www.journals.elsevier.com/journal-of-mathematical-psychology/editorial-board/",-1,NA,NA,2.656,"male","APPLIED",0,1,0
"ELSEVIER","journal of number theory","B","Anglès","editor","Université de Caen Basse-Normandie","Caen Cedex","","FR","","http://www.journals.elsevier.com/journal-of-number-theory/editorial-board/",-0.8,NA,NA,0.588,"male","PURE",0,1,0
"ELSEVIER","journal of differential equations","Yingfei","Yi","other","Georgia Institute of Technology","Atlanta","GA / Georgia","US","","http://www.journals.elsevier.com/journal-of-differential-equations/editorial-board/",-0.933333333333333,NA,NA,1.846,"male","PURE",0,1,0
